time;uUpper;iUpper;gpsErr;sensorErr;uLower;iLower;qLower;lastLink;timeLeft;userTimeLeft;yy;MM;dd;hh;mm;ss;msec;flags
658,278;11904;503;0;0;0;99;691;0;4569;0;18;9;11;6;26;4;75;75
658,528;11905;501;0;0;0;99;691;0;4569;0;18;9;11;6;26;4;75;75
658,777;11904;497;0;0;0;99;691;1;4569;0;18;9;11;6;26;4;75;75
659,027;11904;497;0;0;0;99;692;1;4569;0;18;9;11;6;26;4;75;75
659,276;11905;501;0;0;0;99;692;1;4569;0;18;9;11;6;26;4;75;75
659,526;11905;499;0;0;0;99;692;1;4569;0;18;9;11;6;26;4;75;75
659,776;11905;499;0;0;0;99;692;2;4569;0;18;9;11;6;26;4;75;75
660,025;11906;503;0;0;0;99;693;0;4568;0;18;9;11;6;26;7;0;   0
660,275;11905;502;0;0;0;99;693;0;4568;0;18;9;11;6;26;7;0;0
660,524;11904;497;0;0;0;99;693;0;4568;0;18;9;11;6;26;7;0;0
660,774;11905;499;0;0;0;99;693;0;4568;0;18;9;11;6;26;7;0;0
661,024;11905;501;0;0;0;99;694;1;4568;0;18;9;11;6;26;7;0;0
661,273;11906;502;0;0;0;99;694;1;4568;0;18;9;11;6;26;7;0;0
661,523;11904;497;0;0;0;99;694;1;4568;0;18;9;11;6;26;7;0;0
661,772;11905;502;0;0;0;99;694;1;4568;0;18;9;11;6;26;7;0;0
662,022;11906;504;0;0;0;99;695;2;4568;0;18;9;11;6;26;7;0;0
662,272;11904;497;0;0;0;99;695;0;4568;0;18;9;11;6;26;9;0;0
662,521;11905;498;0;0;0;99;695;0;4567;0;18;9;11;6;26;9;50;50
662,771;11906;501;0;0;0;99;695;0;4567;0;18;9;11;6;26;9;50;50
663,02;11907;499;0;0;0;99;696;0;4567;0;18;9;11;6;26;9;50;50
663,27;11905;497;0;0;0;99;696;1;4567;0;18;9;11;6;26;9;50;50
663,52;11906;502;0;0;0;99;696;1;4567;0;18;9;11;6;26;9;50;50
663,769;11906;503;0;0;0;99;696;1;4567;0;18;9;11;6;26;9;50;50
664,019;11905;497;0;0;0;99;697;1;4567;0;18;9;11;6;26;9;50;50
664,268;11906;501;0;0;0;99;697;0;4567;0;18;9;11;6;26;11;25;25
664,518;11906;502;0;0;0;99;697;0;4567;0;18;9;11;6;26;11;25;25
664,768;11907;499;0;0;0;99;697;0;4567;0;18;9;11;6;26;11;25;25
665,017;11905;496;0;0;0;99;698;0;4566;0;18;9;11;6;26;12;0;0
665,267;11906;501;0;0;0;99;698;1;4566;0;18;9;11;6;26;12;0;0
665,516;11906;502;0;0;0;99;698;1;4566;0;18;9;11;6;26;12;0;0
665,766;11921;480;0;0;0;99;698;1;4566;0;18;9;11;6;26;12;0;0
666,016;11906;497;0;0;0;99;699;1;4566;0;18;9;11;6;26;12;0;0
666,265;11907;500;0;0;0;99;699;2;4566;0;18;9;11;6;26;12;0;0
666,515;11907;499;0;0;0;99;699;0;4566;0;18;9;11;6;26;13;50;50
666,764;11906;497;0;0;0;99;699;0;4566;0;18;9;11;6;26;13;50;50
667,014;11907;504;0;0;0;99;700;0;4566;0;18;9;11;6;26;13;50;50
667,264;11907;500;0;0;0;99;700;0;4566;0;18;9;11;6;26;13;50;50
667,513;11906;497;0;0;0;99;700;1;4565;0;18;9;11;6;26;14;50;50
667,763;11906;496;0;0;0;99;700;1;4565;0;18;9;11;6;26;14;50;50
668,012;11907;502;0;0;0;99;701;1;4565;0;18;9;11;6;26;14;50;50
668,262;11907;501;0;0;0;99;701;1;4565;0;18;9;11;6;26;14;50;50
668,512;11906;497;0;0;0;99;701;2;4565;0;18;9;11;6;26;14;50;50
668,761;11907;502;0;0;0;99;701;0;4565;0;18;9;11;6;26;15;50;50
669,011;11908;503;0;0;0;99;702;0;4565;0;18;9;11;6;26;15;50;50
669,26;11906;497;0;0;0;99;702;0;4565;0;18;9;11;6;26;15;50;50
669,51;11906;496;0;0;0;99;702;0;4565;0;18;9;11;6;26;15;50;50
669,76;11908;502;0;0;0;99;702;1;4565;0;18;9;11;6;26;15;50;50
670,009;11908;497;0;0;0;99;703;1;4565;0;18;9;11;6;26;17;0;0
670,259;11907;497;0;0;0;99;703;1;4565;0;18;9;11;6;26;17;0;0
670,508;11907;496;0;0;0;99;703;1;4565;0;18;9;11;6;26;17;0;0
670,758;11908;502;0;0;0;99;703;2;4565;0;18;9;11;6;26;17;0;0
671,008;11907;497;0;0;0;99;704;0;4565;0;18;9;11;6;26;17;75;75
671,257;11906;496;0;0;0;99;704;0;4565;0;18;9;11;6;26;17;75;75
671,507;11908;504;0;0;0;99;704;0;4565;0;18;9;11;6;26;17;75;75
671,756;11908;499;0;0;0;99;704;0;4565;0;18;9;11;6;26;17;75;75
672,006;11907;496;0;0;0;99;705;1;4565;0;18;9;11;6;26;17;75;75
672,256;11908;502;0;0;0;99;705;1;4565;0;18;9;11;6;26;17;75;75
672,505;11908;502;0;0;0;99;705;1;4564;0;18;9;11;6;26;19;50;50
672,755;11908;498;0;0;0;99;705;1;4564;0;18;9;11;6;26;19;50;50
673,004;11907;497;0;0;0;99;706;0;4564;0;18;9;11;6;26;20;0;0
673,254;11908;501;0;0;0;99;706;0;4564;0;18;9;11;6;26;20;0;0
673,504;11908;498;0;0;0;99;706;0;4564;0;18;9;11;6;26;20;0;0
673,753;11909;504;0;0;0;99;706;0;4564;0;18;9;11;6;26;20;0;0
674,003;11909;506;0;0;0;99;707;1;4564;0;18;9;11;6;26;20;0;0
674,252;11909;506;0;0;0;99;707;1;4564;0;18;9;11;6;26;20;0;0
674,502;11919;501;0;0;0;99;707;1;4564;0;18;9;11;6;26;20;0;0
674,752;11908;497;0;0;0;99;707;1;4564;0;18;9;11;6;26;20;0;0
675,001;11909;502;0;0;0;99;708;2;4563;0;18;9;11;6;26;22;0;0
675,251;11910;507;0;0;0;99;708;0;4563;0;18;9;11;6;26;22;0;0
675,5;11908;496;0;0;0;99;708;0;4563;0;18;9;11;6;26;22;0;0
675,75;11910;503;0;0;0;99;708;0;4563;0;18;9;11;6;26;22;0;0
676;11909;502;0;0;0;99;709;0;4563;0;18;9;11;6;26;22;0;0
676,249;11908;498;0;0;0;99;709;1;4563;0;18;9;11;6;26;22;0;0
676,499;11908;496;0;0;0;99;709;1;4563;0;18;9;11;6;26;22;0;0
676,748;11910;502;0;0;0;99;709;1;4563;0;18;9;11;6;26;22;0;0
676,998;11910;498;0;0;0;99;710;1;4563;0;18;9;11;6;26;22;0;0
677,248;11908;497;0;0;0;99;710;2;4563;0;18;9;11;6;26;22;0;0
677,497;11910;501;0;0;0;99;710;0;4562;0;18;9;11;6;26;24;50;50
677,747;11910;501;0;0;0;99;710;0;4562;0;18;9;11;6;26;24;50;50
677,996;11908;496;0;0;0;99;711;0;4562;0;18;9;11;6;26;24;50;50
678,246;11909;496;0;0;0;99;711;0;4562;0;18;9;11;6;26;24;50;50
678,496;11909;501;0;0;0;99;711;1;4562;0;18;9;11;6;26;24;50;50
678,745;11911;498;0;0;0;99;711;1;4562;0;18;9;11;6;26;24;50;50
678,995;11909;497;0;0;0;99;712;1;4562;0;18;9;11;6;26;24;50;50
679,244;11909;500;0;0;0;99;712;1;4562;0;18;9;11;6;26;24;50;50
679,494;11910;502;0;0;0;99;712;0;4562;0;18;9;11;6;26;26;50;50
679,744;11906;479;0;0;0;99;712;0;4562;0;18;9;11;6;26;26;50;50
679,993;11909;497;0;0;0;99;713;0;4561;0;18;9;11;6;26;27;0;0
680,243;11910;502;0;0;0;99;713;0;4561;0;18;9;11;6;26;27;0;0
680,492;11911;497;0;0;0;99;713;1;4561;0;18;9;11;6;26;27;0;0
680,742;11909;496;0;0;0;99;713;1;4561;0;18;9;11;6;26;27;0;0
680,992;11910;501;0;0;0;99;714;1;4561;0;18;9;11;6;26;27;0;0
681,241;11910;501;0;0;0;99;714;1;4561;0;18;9;11;6;26;27;0;0
681,491;11909;494;0;0;0;99;714;2;4561;0;18;9;11;6;26;27;0;0
681,74;11909;497;0;0;0;99;714;0;4561;0;18;9;11;6;26;28;75;75
681,99;11911;501;0;0;0;99;715;0;4561;0;18;9;11;6;26;28;75;75
682,24;11910;500;0;0;0;99;715;0;4561;0;18;9;11;6;26;28;75;75
682,489;11910;497;0;0;0;99;715;0;4560;0;18;9;11;6;26;29;50;50
682,739;11911;502;0;0;0;99;715;1;4560;0;18;9;11;6;26;29;50;50
682,988;11911;501;0;0;0;99;716;1;4560;0;18;9;11;6;26;29;50;50
683,238;11909;496;0;0;0;99;716;1;4560;0;18;9;11;6;26;29;50;50
683,488;11909;498;0;0;0;99;716;1;4560;0;18;9;11;6;26;29;50;50
683,737;11911;501;0;0;0;99;716;2;4560;0;18;9;11;6;26;29;50;50
683,987;11911;497;0;0;0;99;716;0;4560;0;18;9;11;6;26;30;75;75
684,236;11910;495;0;0;0;99;717;0;4560;0;18;9;11;6;26;30;75;75
684,486;11911;503;0;0;0;99;717;0;4560;0;18;9;11;6;26;30;75;75
684,736;11911;502;0;0;0;99;717;0;4560;0;18;9;11;6;26;30;75;75
684,985;11910;496;0;0;0;99;717;1;4560;0;18;9;11;6;26;32;0;0
685,235;11910;496;0;0;0;99;718;1;4560;0;18;9;11;6;26;32;0;0
685,484;11911;501;0;0;0;99;718;1;4560;0;18;9;11;6;26;32;0;0
685,734;11911;498;0;0;0;99;718;1;4560;0;18;9;11;6;26;32;0;0
685,984;11911;496;0;0;0;99;718;2;4560;0;18;9;11;6;26;32;0;0
686,233;11912;501;0;0;0;99;719;0;4560;0;18;9;11;6;26;33;0;0
686,483;11912;503;0;0;0;99;719;0;4560;0;18;9;11;6;26;33;0;0
686,732;11911;497;0;0;0;99;719;0;4560;0;18;9;11;6;26;33;0;0
686,982;11910;498;0;0;0;99;719;0;4560;0;18;9;11;6;26;33;0;0
687,232;11912;501;0;0;0;99;720;1;4560;0;18;9;11;6;26;33;0;0
687,481;11911;497;0;0;0;99;720;1;4559;0;18;9;11;6;26;34;50;50
687,731;11911;496;0;0;0;99;720;1;4559;0;18;9;11;6;26;34;50;50
687,98;11912;501;0;0;0;99;720;1;4559;0;18;9;11;6;26;34;50;50
688,23;11912;502;0;0;0;99;721;0;4559;0;18;9;11;6;26;35;25;25
688,48;11911;497;0;0;0;99;721;0;4559;0;18;9;11;6;26;35;25;25
688,729;11911;498;0;0;0;99;721;0;4559;0;18;9;11;6;26;35;25;25
688,979;11913;502;0;0;0;99;721;0;4559;0;18;9;11;6;26;35;25;25
689,228;11912;501;0;0;0;99;722;1;4559;0;18;9;11;6;26;35;25;25
689,478;11911;495;0;0;0;99;722;1;4559;0;18;9;11;6;26;35;25;25
689,728;11913;502;0;0;0;99;722;1;4559;0;18;9;11;6;26;35;25;25
689,977;11912;503;0;0;0;99;722;1;4558;0;18;9;11;6;26;37;0;0
690,227;11911;495;0;0;0;99;723;2;4558;0;18;9;11;6;26;37;0;0
690,476;11911;498;0;0;0;99;723;0;4558;0;18;9;11;6;26;37;50;50
690,726;11913;502;0;0;0;99;723;0;4558;0;18;9;11;6;26;37;50;50
690,976;11912;497;0;0;0;99;723;0;4558;0;18;9;11;6;26;37;50;50
691,225;11911;496;0;0;0;99;724;0;4558;0;18;9;11;6;26;37;50;50
691,475;11913;501;0;0;0;99;724;1;4558;0;18;9;11;6;26;37;50;50
691,724;11913;501;0;0;0;99;724;1;4558;0;18;9;11;6;26;37;50;50
691,974;11912;496;0;0;0;99;724;1;4558;0;18;9;11;6;26;37;50;50
692,224;11912;496;0;0;0;99;725;1;4558;0;18;9;11;6;26;37;50;50
692,473;11913;502;0;0;0;99;725;2;4557;0;18;9;11;6;26;39;50;50
692,723;11913;496;0;0;0;99;725;0;4557;0;18;9;11;6;26;39;50;50
692,972;11912;496;0;0;0;99;725;0;4557;0;18;9;11;6;26;39;50;50
693,222;11914;500;0;0;0;99;726;0;4557;0;18;9;11;6;26;39;50;50
693,472;11913;501;0;0;0;99;726;0;4557;0;18;9;11;6;26;39;50;50
693,721;11913;496;0;0;0;99;726;1;4557;0;18;9;11;6;26;39;50;50
693,971;11912;499;0;0;0;99;726;1;4557;0;18;9;11;6;26;39;50;50
694,22;11913;501;0;0;0;99;727;1;4557;0;18;9;11;6;26;39;50;50
694,47;11913;497;0;0;0;99;727;1;4557;0;18;9;11;6;26;39;50;50
694,72;11912;496;0;0;0;99;727;2;4557;0;18;9;11;6;26;39;50;50
694,969;11914;502;0;0;0;99;727;0;4556;0;18;9;11;6;26;42;0;0
695,219;11914;501;0;0;0;99;728;0;4556;0;18;9;11;6;26;42;0;0
695,468;11913;496;0;0;0;99;728;0;4556;0;18;9;11;6;26;42;0;0
695,718;11912;499;0;0;0;99;728;0;4556;0;18;9;11;6;26;42;0;0
695,968;11914;503;0;0;0;99;728;1;4556;0;18;9;11;6;26;42;0;0
696,217;11914;501;0;0;0;99;729;1;4556;0;18;9;11;6;26;42;0;0
696,467;11914;499;0;0;0;99;729;1;4556;0;18;9;11;6;26;42;0;0
696,716;11914;501;0;0;0;99;729;1;4556;0;18;9;11;6;26;42;0;0
696,966;11914;503;0;0;0;99;729;0;4556;0;18;9;11;6;26;44;0;0
697,216;11913;497;0;0;0;99;730;0;4556;0;18;9;11;6;26;44;0;0
697,465;11914;505;0;0;0;99;730;0;4555;0;18;9;11;6;26;44;50;50
697,715;11915;504;0;0;0;99;730;0;4555;0;18;9;11;6;26;44;50;50
697,964;11914;499;0;0;0;99;730;1;4555;0;18;9;11;6;26;44;50;50
698,214;11914;500;0;0;0;99;731;1;4555;0;18;9;11;6;26;44;50;50
698,464;11911;501;0;0;0;99;731;1;4555;0;18;9;11;6;26;44;50;50
698,713;11914;501;0;0;0;99;731;1;4555;0;18;9;11;6;26;44;50;50
698,963;11914;498;0;0;0;99;731;2;4555;0;18;9;11;6;26;44;50;50
699,212;11913;496;0;0;0;99;732;0;4555;0;18;9;11;6;26;46;25;25
699,462;11915;502;0;0;0;99;732;0;4555;0;18;9;11;6;26;46;25;25
699,712;11914;497;0;0;0;99;732;0;4555;0;18;9;11;6;26;46;25;25
699,961;11914;497;0;0;0;99;732;0;4555;0;18;9;11;6;26;47;0;0
700,211;11914;500;0;0;0;99;733;1;4555;0;18;9;11;6;26;47;0;0
700,46;11915;503;0;0;0;99;733;1;4555;0;18;9;11;6;26;47;0;0
700,71;11914;496;0;0;0;99;733;1;4555;0;18;9;11;6;26;47;0;0
700,96;11913;499;0;0;0;99;733;1;4555;0;18;9;11;6;26;47;0;0
701,209;11915;500;0;0;0;99;734;2;4555;0;18;9;11;6;26;47;0;0
701,459;11914;498;0;0;0;99;734;0;4555;0;18;9;11;6;26;48;25;25
701,708;11914;496;0;0;0;99;734;0;4555;0;18;9;11;6;26;48;25;25
701,958;11915;500;0;0;0;99;734;0;4555;0;18;9;11;6;26;48;25;25
702,208;11916;502;0;0;0;99;735;0;4555;0;18;9;11;6;26;48;25;25
702,457;11916;503;0;0;0;99;735;1;4554;0;18;9;11;6;26;49;50;50
702,707;11914;500;0;0;0;99;735;1;4554;0;18;9;11;6;26;49;50;50
702,956;11915;502;0;0;0;99;735;1;4554;0;18;9;11;6;26;49;50;50
703,206;11915;501;0;0;0;99;736;1;4554;0;18;9;11;6;26;49;50;50
703,456;11915;497;0;0;0;99;736;2;4554;0;18;9;11;6;26;49;50;50
703,705;11916;502;0;0;0;99;736;0;4554;0;18;9;11;6;26;50;50;50
703,955;11916;502;0;0;0;99;736;0;4554;0;18;9;11;6;26;50;50;50
704,204;11915;496;0;0;0;99;737;0;4554;0;18;9;11;6;26;50;50;50
704,454;11914;501;0;0;0;99;737;0;4554;0;18;9;11;6;26;50;50;50
704,704;11916;502;0;0;0;99;737;1;4554;0;18;9;11;6;26;50;50;50
704,953;11915;496;0;0;0;99;737;1;4553;0;18;9;11;6;26;52;0;0
705,203;11915;495;0;0;0;99;738;1;4553;0;18;9;11;6;26;52;0;0
705,452;11916;501;0;0;0;99;738;1;4553;0;18;9;11;6;26;52;0;0
705,702;11916;501;0;0;0;99;738;0;4553;0;18;9;11;6;26;52;75;75
705,952;11915;496;0;0;0;99;738;0;4553;0;18;9;11;6;26;52;75;75
706,201;11915;496;0;0;0;99;739;0;4553;0;18;9;11;6;26;52;75;75
706,451;11916;501;0;0;0;99;739;0;4553;0;18;9;11;6;26;52;75;75
706,7;11916;496;0;0;0;99;739;1;4553;0;18;9;11;6;26;52;75;75
706,95;11916;497;0;0;0;99;739;1;4553;0;18;9;11;6;26;52;75;75
707,2;11916;501;0;0;0;99;740;1;4553;0;18;9;11;6;26;52;75;75
707,449;11917;502;0;0;0;99;740;1;4552;0;18;9;11;6;26;54;50;50
707,699;11916;496;0;0;0;99;740;2;4552;0;18;9;11;6;26;54;50;50
707,948;11915;500;0;0;0;99;740;0;4552;0;18;9;11;6;26;55;0;0
708,198;11917;501;0;0;0;99;741;0;4552;0;18;9;11;6;26;55;0;0
708,448;11916;496;0;0;0;99;741;0;4552;0;18;9;11;6;26;55;0;0
708,697;11916;497;0;0;0;99;741;0;4552;0;18;9;11;6;26;55;0;0
708,947;11917;502;0;0;0;99;741;1;4552;0;18;9;11;6;26;55;0;0
709,196;11917;502;0;0;0;99;741;1;4552;0;18;9;11;6;26;55;0;0
709,446;11916;496;0;0;0;99;742;1;4552;0;18;9;11;6;26;55;0;0
709,696;11916;500;0;0;0;99;742;1;4552;0;18;9;11;6;26;55;0;0
709,945;11918;502;0;0;0;99;742;2;4551;0;18;9;11;6;26;57;0;0
710,195;11917;500;0;0;0;99;742;0;4551;0;18;9;11;6;26;57;0;0
710,444;11916;497;0;0;0;99;743;0;4551;0;18;9;11;6;26;57;0;0
710,694;11918;502;0;0;0;99;743;0;4551;0;18;9;11;6;26;57;0;0
710,944;11917;502;0;0;0;99;743;0;4551;0;18;9;11;6;26;57;0;0
711,193;11917;496;0;0;0;99;743;1;4551;0;18;9;11;6;26;57;0;0
711,443;11916;500;0;0;0;99;744;1;4551;0;18;9;11;6;26;57;0;0
711,692;11918;501;0;0;0;99;744;1;4551;0;18;9;11;6;26;57;0;0
711,942;11916;496;0;0;0;99;744;1;4551;0;18;9;11;6;26;57;0;0
712,192;11917;497;0;0;0;99;744;2;4551;0;18;9;11;6;26;57;0;0
712,441;11918;502;0;0;0;99;745;0;4550;0;18;9;11;6;26;59;50;50
712,691;11917;502;0;0;0;99;745;0;4550;0;18;9;11;6;26;59;50;50
712,94;11916;496;0;0;0;99;745;0;4550;0;18;9;11;6;26;59;50;50
713,19;11917;497;0;0;0;99;745;0;4550;0;18;9;11;6;26;59;50;50
713,44;11917;499;0;0;0;99;746;1;4550;0;18;9;11;6;26;59;50;50
713,689;11917;496;0;0;0;99;746;1;4550;0;18;9;11;6;26;59;50;50
713,939;11917;496;0;0;0;99;746;1;4550;0;18;9;11;6;26;59;50;50
714,188;11919;502;0;0;0;99;746;1;4550;0;18;9;11;6;26;59;50;50
714,438;11918;502;0;0;0;99;747;0;4550;0;18;9;11;6;27;1;50;50
714,688;11917;496;0;0;0;99;747;0;4550;0;18;9;11;6;27;1;50;50
714,937;11918;501;0;0;0;99;747;0;4550;0;18;9;11;6;27;2;0;0
715,187;11918;501;0;0;0;99;747;0;4550;0;18;9;11;6;27;2;0;0
715,436;11917;497;0;0;0;99;748;1;4550;0;18;9;11;6;27;2;0;0
715,686;11917;496;0;0;0;99;748;1;4550;0;18;9;11;6;27;2;0;0
715,936;11919;502;0;0;0;99;748;1;4550;0;18;9;11;6;27;2;0;0
716,185;11919;501;0;0;0;99;748;1;4550;0;18;9;11;6;27;2;0;0
716,435;11917;496;0;0;0;99;749;2;4550;0;18;9;11;6;27;2;0;0
716,684;11918;501;0;0;0;99;749;0;4550;0;18;9;11;6;27;3;75;75
716,934;11919;502;0;0;0;99;749;0;4550;0;18;9;11;6;27;3;75;75
717,184;11919;500;0;0;0;99;749;0;4550;0;18;9;11;6;27;3;75;75
717,433;11918;496;0;0;0;99;750;0;4549;0;18;9;11;6;27;4;50;50
717,683;11919;502;0;0;0;99;750;1;4549;0;18;9;11;6;27;4;50;50
717,932;11919;502;0;0;0;99;750;1;4549;0;18;9;11;6;27;4;50;50
718,182;11918;497;0;0;0;99;750;1;4549;0;18;9;11;6;27;4;50;50
718,432;11919;501;0;0;0;99;751;1;4549;0;18;9;11;6;27;4;50;50
718,681;11919;502;0;0;0;99;751;2;4549;0;18;9;11;6;27;4;50;50
718,931;11918;496;0;0;0;99;751;0;4549;0;18;9;11;6;27;5;75;75
719,18;11919;496;0;0;0;99;751;0;4549;0;18;9;11;6;27;5;75;75
719,43;11919;501;0;0;0;99;752;0;4549;0;18;9;11;6;27;5;75;75
719,68;11920;502;0;0;0;99;752;0;4549;0;18;9;11;6;27;5;75;75
719,929;11919;497;0;0;0;99;752;1;4548;0;18;9;11;6;27;7;0;0
720,179;11918;496;0;0;0;99;752;1;4548;0;18;9;11;6;27;7;0;0
720,428;11920;501;0;0;0;99;753;1;4548;0;18;9;11;6;27;7;0;0
720,678;11919;496;0;0;0;99;753;1;4548;0;18;9;11;6;27;7;0;0
720,928;11919;497;0;0;0;99;753;0;4548;0;18;9;11;6;27;8;0;0
721,177;11920;502;0;0;0;99;753;0;4548;0;18;9;11;6;27;8;0;0
721,427;11920;502;0;0;0;99;754;0;4548;0;18;9;11;6;27;8;0;0
721,676;11919;496;0;0;0;99;754;0;4548;0;18;9;11;6;27;8;0;0
721,926;11919;501;0;0;0;99;754;1;4548;0;18;9;11;6;27;8;0;0
722,176;11920;502;0;0;0;99;754;1;4548;0;18;9;11;6;27;8;0;0
722,425;11919;497;0;0;0;99;755;1;4547;0;18;9;11;6;27;9;50;50
722,675;11919;496;0;0;0;99;755;1;4547;0;18;9;11;6;27;9;50;50
722,924;11920;502;0;0;0;99;755;2;4547;0;18;9;11;6;27;9;50;50
723,174;11920;501;0;0;0;99;755;0;4547;0;18;9;11;6;27;10;25;25
723,424;11919;496;0;0;0;99;756;0;4547;0;18;9;11;6;27;10;25;25
723,673;11920;501;0;0;0;99;756;0;4547;0;18;9;11;6;27;10;25;25
723,923;11920;502;0;0;0;99;756;0;4547;0;18;9;11;6;27;10;25;25
724,172;11921;500;0;0;0;99;756;1;4547;0;18;9;11;6;27;10;25;25
724,422;11919;496;0;0;0;99;757;1;4547;0;18;9;11;6;27;10;25;25
724,672;11920;503;0;0;0;99;757;1;4547;0;18;9;11;6;27;10;25;25
724,921;11920;502;0;0;0;99;757;1;4546;0;18;9;11;6;27;12;0;0
725,171;11919;497;0;0;0;99;757;2;4546;0;18;9;11;6;27;12;0;0
725,42;11920;501;0;0;0;99;758;0;4546;0;18;9;11;6;27;12;25;25
725,67;11921;501;0;0;0;99;758;0;4546;0;18;9;11;6;27;12;25;25
725,92;11920;496;0;0;0;99;758;0;4546;0;18;9;11;6;27;12;25;25
726,169;11920;497;0;0;0;99;758;0;4546;0;18;9;11;6;27;12;25;25
726,419;11921;502;0;0;0;99;759;1;4546;0;18;9;11;6;27;12;25;25
726,668;11921;502;0;0;0;99;759;1;4546;0;18;9;11;6;27;12;25;25
726,918;11919;496;0;0;0;99;759;1;4546;0;18;9;11;6;27;12;25;25
727,168;11920;497;0;0;0;99;759;1;4546;0;18;9;11;6;27;12;25;25
727,417;11921;502;0;0;0;99;760;2;4545;0;18;9;11;6;27;14;50;50
727,667;11920;496;0;0;0;99;760;0;4545;0;18;9;11;6;27;14;50;50
727,916;11920;496;0;0;0;99;760;0;4545;0;18;9;11;6;27;14;50;50
728,166;11921;502;0;0;0;99;760;0;4545;0;18;9;11;6;27;14;50;50
728,416;11921;502;0;0;0;99;761;0;4545;0;18;9;11;6;27;14;50;50
728,665;11920;495;0;0;0;99;761;1;4545;0;18;9;11;6;27;14;50;50
728,915;11921;501;0;0;0;99;761;1;4545;0;18;9;11;6;27;14;50;50
729,164;11921;501;0;0;0;99;761;1;4545;0;18;9;11;6;27;14;50;50
729,414;11920;497;0;0;0;99;762;1;4545;0;18;9;11;6;27;14;50;50
729,664;11921;496;0;0;0;99;762;0;4545;0;18;9;11;6;27;16;75;75
729,913;11921;501;0;0;0;99;762;0;4545;0;18;9;11;6;27;17;0;0
730,163;11922;502;0;0;0;99;762;0;4545;0;18;9;11;6;27;17;0;0
730,412;11921;496;0;0;0;99;763;0;4545;0;18;9;11;6;27;17;0;0
730,662;11921;502;0;0;0;99;763;1;4545;0;18;9;11;6;27;17;0;0
730,912;11922;502;0;0;0;99;763;1;4545;0;18;9;11;6;27;17;0;0
731,161;11923;501;0;0;0;99;763;1;4545;0;18;9;11;6;27;17;0;0
731,411;11921;497;0;0;0;99;764;1;4545;0;18;9;11;6;27;17;0;0
731,66;11922;501;0;0;0;99;764;2;4545;0;18;9;11;6;27;17;0;0
731,91;11922;502;0;0;0;99;764;0;4545;0;18;9;11;6;27;19;0;0
732,16;11921;497;0;0;0;99;764;0;4545;0;18;9;11;6;27;19;0;0
732,409;11922;502;0;0;0;99;765;0;4544;0;18;9;11;6;27;19;50;50
732,659;11922;502;0;0;0;99;765;0;4544;0;18;9;11;6;27;19;50;50
732,908;11921;496;0;0;0;99;765;1;4544;0;18;9;11;6;27;19;50;50
733,158;11921;496;0;0;0;99;765;1;4544;0;18;9;11;6;27;19;50;50
733,408;11922;502;0;0;0;99;766;1;4544;0;18;9;11;6;27;19;50;50
733,657;11922;502;0;0;0;99;766;1;4544;0;18;9;11;6;27;19;50;50
733,907;11921;494;0;0;0;99;766;2;4544;0;18;9;11;6;27;19;50;50
734,156;11921;497;0;0;0;99;766;0;4544;0;18;9;11;6;27;21;0;0
734,406;11923;502;0;0;0;99;767;0;4544;0;18;9;11;6;27;21;0;0
734,656;11922;497;0;0;0;99;767;0;4544;0;18;9;11;6;27;21;0;0
734,905;11923;504;0;0;0;99;767;0;4543;0;18;9;11;6;27;22;0;0
735,155;11924;509;0;0;0;99;767;1;4543;0;18;9;11;6;27;22;0;0
735,404;11858;418;0;0;0;99;767;1;4543;0;18;9;11;6;27;22;0;0
735,654;11925;513;0;0;0;99;768;1;4543;0;18;9;11;6;27;22;0;0
735,904;11924;506;0;0;0;99;768;1;4543;0;18;9;11;6;27;22;0;0
736,153;11924;505;0;0;0;99;768;2;4543;0;18;9;11;6;27;22;0;0
736,403;11923;502;0;0;0;99;768;0;4543;0;18;9;11;6;27;23;25;25
736,652;11923;500;0;0;0;99;769;0;4543;0;18;9;11;6;27;23;25;25
736,902;11925;518;0;0;0;99;769;0;4543;0;18;9;11;6;27;23;25;25
737,152;11925;508;0;0;0;99;769;0;4543;0;18;9;11;6;27;23;25;25
737,401;11924;503;0;0;0;99;769;1;4542;0;18;9;11;6;27;24;50;50
737,651;11924;506;0;0;0;99;770;1;4542;0;18;9;11;6;27;24;50;50
737,9;11925;508;0;0;0;99;770;1;4542;0;18;9;11;6;27;24;50;50
738,15;11924;498;0;0;0;99;770;1;4542;0;18;9;11;6;27;24;50;50
738,4;11924;501;0;0;0;99;770;0;4542;0;18;9;11;6;27;25;50;50
738,649;11925;508;0;0;0;99;771;0;4542;0;18;9;11;6;27;25;50;50
738,899;11925;508;0;0;0;99;771;0;4542;0;18;9;11;6;27;25;50;50
739,148;11927;510;0;0;0;99;771;0;4542;0;18;9;11;6;27;25;50;50
739,398;11926;519;0;0;0;99;771;1;4542;0;18;9;11;6;27;25;50;50
739,648;11925;506;0;0;0;99;772;1;4542;0;18;9;11;6;27;25;50;50
739,897;11924;500;0;0;0;99;772;1;4541;0;18;9;11;6;27;27;0;0
740,147;11924;500;0;0;0;99;772;1;4541;0;18;9;11;6;27;27;0;0
740,396;11892;372;0;0;0;99;772;2;4541;0;18;9;11;6;27;27;0;0
740,646;11927;518;0;0;0;99;773;0;4541;0;18;9;11;6;27;27;75;75
