time;flags;procId;fpStatus;refAs;refAlt;fpItemId
951,974;0;0;3;90;150;1
952,473;0;0;3;90;150;1
952,972;0;0;3;90;150;1
953,472;0;0;3;90;150;1
953,971;0;0;3;90;150;1
954,47;0;0;3;90;150;1
954,969;0;0;3;90;150;1
955,468;0;0;3;90;150;1
955,968;0;0;3;90;150;1
956,467;0;0;3;90;150;1
956,966;0;0;3;90;150;1
957,465;0;0;3;90;150;1
957,964;0;0;3;90;150;1
958,464;0;0;3;90;150;1
958,963;0;0;3;90;150;1
959,462;0;0;3;90;150;1
959,961;0;0;3;90;150;1
960,46;0;0;3;90;150;1
960,96;0;0;3;90;150;1
961,459;0;0;3;90;150;1
961,958;0;0;3;90;150;1
962,457;0;0;3;90;150;1
962,956;0;0;3;90;150;1
963,456;0;0;3;90;150;1
963,955;0;0;3;90;150;1
964,454;0;0;3;90;150;1
964,953;0;0;3;90;150;1
965,452;0;0;3;90;150;1
965,952;0;0;3;90;150;1
966,451;0;0;3;90;150;1
966,95;0;0;3;90;150;1
967,449;0;0;3;90;150;1
967,948;0;0;3;90;150;1
968,448;0;0;3;90;150;1
968,947;0;0;3;90;150;1
969,446;0;0;3;90;150;1
969,945;0;0;3;90;150;1
970,444;0;0;3;90;150;1
970,944;0;0;3;90;150;1
971,443;0;0;3;90;150;1
971,942;0;0;3;90;150;1
972,441;0;0;3;90;150;1
972,94;0;0;3;90;150;1
973,44;0;0;3;90;150;1
973,939;0;0;3;90;150;1
974,438;0;0;3;90;150;1
974,937;0;0;3;90;150;1
975,436;0;0;3;90;150;1
975,936;0;0;3;90;150;1
976,435;0;0;3;90;150;1
976,934;0;0;3;90;150;1
977,433;0;0;3;90;150;1
977,932;0;0;3;90;150;1
978,432;0;0;3;90;150;1
978,931;0;0;3;90;150;1
979,43;0;0;3;90;150;1
979,929;0;0;3;90;150;1
980,428;0;0;3;90;150;1
980,928;0;0;3;90;150;1
981,427;0;0;3;90;150;1
981,926;0;0;3;90;150;1
982,425;0;0;3;90;150;1
982,924;0;0;3;90;150;1
983,424;0;0;3;90;150;1
983,923;0;0;3;90;150;1
984,422;0;0;3;90;150;1
984,921;0;0;3;90;150;1
985,42;0;0;3;90;150;1
985,92;0;0;3;90;150;1
986,419;0;0;3;90;150;1
986,918;0;0;3;90;150;1
987,417;0;0;3;90;150;1
987,916;0;0;3;90;150;1
988,416;0;0;3;90;150;1
988,915;0;0;3;90;150;1
989,414;0;0;3;90;150;1
989,913;0;0;3;90;150;1
990,412;0;0;3;90;150;1
990,912;0;0;3;90;150;1
991,411;0;0;3;90;150;1
991,91;0;0;3;90;150;1
992,409;0;0;3;90;150;1
992,908;0;0;3;90;150;1
993,408;0;0;3;90;150;1
993,907;0;0;3;90;150;1
994,406;0;0;3;90;150;1
994,905;0;0;3;90;150;1
995,404;0;0;3;90;150;1
995,904;0;0;3;90;150;1
996,403;0;0;3;90;150;1
996,902;0;0;3;90;150;1
997,401;0;0;3;90;150;1
997,9;0;0;3;90;150;1
998,4;0;0;3;90;150;1
998,899;0;0;3;90;150;1
999,398;0;0;3;90;150;1
999,897;0;0;3;90;150;1
1000,396;0;0;3;90;150;1
1000,896;0;0;3;90;150;1
1001,395;0;0;3;90;150;1
1001,894;0;0;3;90;150;1
1002,393;0;0;3;90;150;1
1002,892;0;0;3;90;150;1
1003,392;0;0;3;90;150;1
1003,891;0;0;3;90;150;1
1004,39;0;0;3;90;150;1
1004,889;0;0;3;90;150;1
1005,388;0;0;3;90;150;1
1005,888;0;0;3;90;150;1
1006,387;0;0;3;90;150;1
1006,886;0;0;3;90;150;1
1007,385;0;0;3;90;150;1
1007,884;0;0;3;90;150;1
1008,384;0;0;3;90;150;1
1008,883;0;0;3;90;150;1
1009,382;0;0;3;90;150;1
1009,881;0;0;3;90;150;1
1010,38;0;0;3;90;150;1
1010,88;0;0;3;90;150;1
1011,379;0;0;3;90;150;1
1011,878;0;0;3;90;150;1
1012,377;0;0;3;90;150;1
1012,876;0;0;3;90;150;1
1013,376;0;0;3;90;150;1
1013,875;0;0;3;90;150;1
1014,374;0;0;3;90;150;1
1014,873;0;0;3;90;150;1
1015,372;0;0;3;90;150;1
1015,872;0;0;3;90;150;1
1016,371;0;0;3;90;150;1
1016,87;0;0;3;90;150;1
1017,369;0;0;3;90;150;1
1017,868;0;0;3;90;150;1
1018,368;0;0;3;90;150;1
1018,867;0;0;3;90;150;1
1019,366;0;0;3;90;150;1
1019,865;0;0;3;90;150;1
1020,364;0;0;3;90;150;1
1020,864;0;0;3;90;150;1
1021,363;0;0;3;90;150;1
1021,862;0;0;3;90;150;1
1022,361;0;0;3;90;150;1
1022,86;0;0;3;90;150;1
1023,36;0;0;3;90;150;1
1023,859;0;0;3;90;150;1
1024,358;0;0;3;90;150;1
1024,857;0;0;3;90;150;1
1025,356;0;0;3;90;150;1
1025,856;0;0;3;90;150;1
1026,355;0;0;3;90;150;1
1026,854;0;0;3;90;150;1
1027,353;0;0;3;90;150;1
1027,852;0;0;3;90;150;1
1028,352;0;0;3;90;150;1
1028,851;0;0;3;90;150;1
1029,35;0;0;3;90;150;1
1029,849;0;0;3;90;150;1
1030,348;0;0;3;90;150;1
1030,848;0;0;3;90;150;1
1031,347;0;0;3;90;150;1
1031,846;0;0;3;90;150;1
1032,345;0;0;3;90;150;1
1032,844;0;0;3;90;150;1
1033,344;0;0;3;90;150;1
1033,843;0;0;3;90;150;1
1034,342;0;0;3;90;150;1
1034,841;0;0;3;90;150;1
1035,34;0;0;3;90;150;1
1035,84;0;0;3;90;150;1
1036,339;0;0;3;90;150;1
1036,838;0;0;3;90;150;1
1037,337;0;0;3;90;150;1
1037,836;0;0;3;90;150;1
1038,336;0;0;3;90;150;1
1038,835;0;0;3;90;150;1
1039,334;0;0;3;90;150;1
1039,833;0;0;3;90;150;1
1040,332;0;0;3;90;150;1
1040,832;0;0;3;90;150;1
1041,331;0;0;3;90;150;1
1041,83;0;0;3;90;150;1
1042,329;0;0;3;90;150;1
1042,828;0;0;3;90;150;1
1043,328;0;0;3;90;150;1
1043,827;0;0;3;90;150;1
1044,326;0;0;3;90;150;1
1044,825;0;0;3;90;150;1
1045,324;0;0;3;90;150;1
1045,824;0;0;3;90;150;1
1046,323;0;0;3;90;150;1
1046,822;0;0;3;90;150;1
1047,321;0;0;3;90;150;1
1047,82;0;0;3;90;150;1
1048,32;0;0;3;90;150;1
1048,819;0;0;3;90;150;1
1049,318;0;0;3;90;150;1
1049,817;0;0;3;90;150;1
1050,316;0;0;3;90;150;1
1050,816;0;0;3;90;150;1
1051,315;0;0;1;90;150;201
1051,814;0;0;1;90;150;201
1052,313;0;0;1;90;150;201
1052,812;0;0;1;90;150;201
1053,312;0;0;1;90;150;201
1053,811;0;0;1;90;150;201
1054,31;0;0;1;90;150;201
1054,809;0;0;1;90;150;201
1055,308;0;0;1;90;150;201
1055,808;0;0;1;90;150;201
1056,307;0;0;1;90;150;201
1056,806;0;0;1;90;150;201
1057,305;0;0;1;90;150;201
1057,804;0;0;1;90;150;201
1058,304;0;0;1;90;150;201
1058,803;0;0;1;90;150;201
1059,302;0;0;1;90;150;201
1059,801;0;0;1;90;150;201
1060,3;0;0;1;90;150;201
1060,8;0;0;1;90;150;201
1061,299;0;0;1;90;150;201
1061,798;0;0;1;90;150;201
1062,297;0;0;1;90;150;201
1062,796;0;0;1;90;150;201
1063,296;0;0;1;90;150;201
1063,795;0;0;1;90;150;201
1064,294;0;0;1;90;150;201
1064,793;0;0;1;90;150;201
1065,292;0;0;1;90;150;201
1065,792;0;0;1;90;150;201
1066,291;0;0;1;90;150;201
1066,79;0;0;1;90;150;201
1067,289;0;0;1;90;150;201
1067,788;0;0;1;90;150;201
1068,288;0;0;1;90;150;201
1068,787;0;0;1;90;150;201
1069,286;0;0;1;90;150;201
1069,785;0;0;1;90;150;201
1070,284;0;0;1;90;150;201
1070,784;0;0;1;90;150;201
1071,283;0;0;1;90;150;201
1071,782;0;0;1;90;150;201
1072,281;0;0;1;90;150;201
1072,78;0;0;1;90;150;201
1073,28;0;0;1;90;150;201
1073,779;0;0;1;90;150;201
1074,278;0;0;1;90;150;201
1074,777;0;0;1;90;150;201
1075,276;0;0;1;90;150;201
1075,776;0;0;1;90;150;201
1076,275;0;0;1;90;150;201
1076,774;0;0;1;90;150;201
1077,273;0;0;1;90;150;201
1077,772;0;0;1;90;150;201
1078,272;0;0;1;90;150;201
1078,771;0;0;1;90;150;201
1079,27;0;0;1;90;150;201
1079,769;0;0;1;90;150;201
1080,268;0;0;1;90;150;201
1080,768;0;0;1;90;150;201
1081,267;0;0;1;90;150;201
1081,766;0;0;1;90;150;201
1082,265;0;0;1;90;150;201
1082,764;0;0;1;90;150;201
1083,264;0;0;1;90;150;201
1083,763;0;0;1;90;150;201
1084,262;0;0;1;90;150;201
1084,761;0;0;1;90;150;201
1085,26;0;0;1;90;150;201
