time;flags;procId;fpStatus;refAs;refAlt;fpItemId
1085,76;0;0;1;90;150;201
1086,259;0;0;1;90;150;201
1086,758;0;0;1;90;150;201
1087,257;0;0;1;90;150;201
1087,756;0;0;1;90;150;201
1088,256;0;0;1;90;150;201
1088,755;0;0;1;90;150;201
1089,254;0;0;1;90;150;201
1089,753;0;0;1;90;150;201
1090,252;0;0;1;90;150;201
1090,752;0;0;1;90;150;201
1091,251;0;0;1;90;150;201
1091,75;0;0;1;90;150;201
1092,249;0;0;1;90;150;201
1092,748;0;0;1;90;150;201
1093,248;0;0;1;90;150;201
1093,747;0;0;1;90;150;201
1094,246;0;0;1;90;150;201
1094,745;0;0;1;90;150;201
1095,244;0;0;1;90;150;201
1095,744;0;0;1;90;150;201
1096,243;0;0;1;90;150;201
1096,742;0;0;1;90;150;201
1097,241;0;0;1;90;150;201
1097,74;0;0;1;90;150;201
1098,24;0;0;1;90;150;201
1098,739;0;0;1;90;150;201
1099,238;0;0;1;90;150;201
1099,737;0;0;1;90;150;201
1100,236;0;0;1;90;150;201
1100,736;0;0;1;90;150;201
1101,235;0;0;1;90;150;201
1101,734;0;0;1;90;150;201
1102,233;0;0;1;90;150;201
1102,732;0;0;1;90;150;201
1103,232;0;0;1;90;150;201
1103,731;0;0;1;90;150;201
1104,23;0;0;1;90;150;201
1104,729;0;0;1;90;150;203
1105,228;0;0;1;90;150;203
1105,728;0;0;1;90;150;203
1106,227;0;0;1;90;150;203
1106,726;0;0;1;90;150;203
1107,225;0;0;1;90;150;203
1107,724;0;0;1;90;150;203
1108,224;0;0;1;95;150;203
1108,723;0;0;1;95;150;203
1109,222;0;0;1;95;150;203
1109,721;0;0;1;95;150;203
1110,22;0;0;1;95;150;203
1110,72;0;0;1;95;150;203
1111,219;0;0;1;95;150;203
1111,718;0;0;1;95;150;203
1112,217;0;0;1;95;150;203
1112,716;0;0;1;95;150;203
1113,216;0;0;1;95;150;203
1113,715;0;0;1;95;150;203
1114,214;0;0;1;95;150;203
1114,713;0;0;1;95;150;203
1115,212;0;0;1;95;150;203
1115,712;0;0;1;95;150;203
1116,211;0;0;1;95;150;203
1116,71;0;0;1;95;150;203
1117,209;0;0;1;95;150;203
1117,708;0;0;1;95;150;203
1118,208;0;0;1;95;150;203
1118,707;0;0;1;95;150;203
1119,206;0;0;1;95;150;203
1119,705;0;0;1;95;150;203
1120,204;0;0;1;95;150;203
1120,704;0;0;1;95;150;203
1121,203;0;0;1;95;150;203
1121,702;0;0;1;95;150;203
1122,201;0;0;1;95;150;203
1122,7;0;0;1;95;150;203
1123,2;0;0;1;95;150;203
1123,699;0;0;1;95;150;203
1124,198;0;0;1;95;150;203
1124,697;0;0;1;95;150;204
1125,196;0;0;1;95;150;204
1125,696;0;0;1;95;150;204
1126,195;0;0;1;95;150;204
1126,694;0;0;1;95;150;204
1127,193;0;0;1;95;150;204
1127,692;0;0;1;95;150;204
1128,192;0;0;1;95;150;204
1128,691;0;0;1;95;150;204
1129,19;0;0;1;95;150;204
1129,689;0;0;1;95;150;204
1130,188;0;0;1;95;150;204
1130,688;0;0;1;95;150;204
1131,187;0;0;1;95;150;204
1131,686;0;0;1;95;150;204
1132,185;0;0;1;95;150;204
1132,684;0;0;1;95;150;204
1133,184;0;0;1;95;150;204
1133,683;0;0;1;95;150;204
1134,182;0;0;1;95;150;204
1134,681;0;0;1;95;150;204
1135,18;0;0;1;95;150;204
1135,68;0;0;1;95;150;204
1136,179;0;0;1;95;150;204
1136,678;0;0;1;95;150;204
1137,177;0;0;1;95;150;204
1137,676;0;0;1;95;150;204
1138,176;0;0;1;95;150;204
1138,675;0;0;1;95;150;204
1139,174;0;0;1;95;150;204
1139,673;0;0;1;95;150;204
1140,172;0;0;1;95;150;204
1140,672;0;0;1;95;150;204
1141,171;0;0;1;95;150;204
1141,67;0;0;1;95;150;204
1142,169;0;0;1;95;150;204
1142,668;0;0;1;95;150;204
1143,168;0;0;1;95;150;204
1143,667;0;0;1;95;150;205
1144,166;0;0;1;95;150;205
1144,665;0;0;1;95;150;205
1145,164;0;0;1;95;150;205
1145,664;0;0;1;95;150;205
1146,163;0;0;1;95;150;205
1146,662;0;0;1;95;150;205
1147,161;0;0;1;95;150;205
1147,66;0;0;1;95;150;205
1148,16;0;0;1;95;150;205
1148,659;0;0;1;95;150;205
1149,158;0;0;1;95;150;205
1149,657;0;0;1;95;150;205
1150,156;0;0;1;95;150;205
1150,656;0;0;1;95;150;205
1151,155;0;0;1;95;150;205
1151,654;0;0;1;95;150;205
1152,153;0;0;1;95;250;205
1152,652;0;0;1;95;250;205
1153,152;0;0;1;95;250;205
1153,651;0;0;1;95;250;205
1154,15;0;0;1;95;250;205
1154,649;0;0;1;95;250;205
1155,148;0;0;1;95;250;205
1155,648;0;0;1;95;250;205
1156,147;0;0;1;95;250;205
1156,646;0;0;1;95;250;205
1157,145;0;0;1;95;250;205
1157,644;0;0;1;95;250;205
1158,144;0;0;1;95;250;205
1158,643;0;0;1;95;250;205
1159,142;0;0;1;95;250;205
1159,641;0;0;1;95;250;205
1160,14;0;0;1;95;250;205
1160,64;0;0;1;95;250;205
1161,139;0;0;1;95;250;205
1161,638;0;0;1;95;250;205
1162,137;0;0;1;95;250;201
1162,636;0;0;1;95;250;201
1163,136;0;0;1;95;250;201
1163,635;0;0;1;95;250;201
1164,134;0;0;1;95;250;201
1164,633;0;0;1;95;250;201
1165,132;0;0;1;95;250;201
1165,632;0;0;1;95;250;201
1166,131;0;0;1;95;250;201
1166,63;0;0;1;95;250;201
1167,129;0;0;1;95;250;201
1167,628;0;0;1;95;250;201
1168,128;0;0;1;95;250;201
1168,627;0;0;1;95;250;201
1169,126;0;0;1;95;250;201
1169,625;0;0;1;95;250;201
1170,124;0;0;1;95;250;201
1170,624;0;0;1;95;250;201
1171,123;0;0;1;95;250;201
1171,622;0;0;1;95;250;201
1172,121;0;0;1;95;250;201
1172,62;0;0;1;95;250;201
1173,12;0;0;1;95;250;201
1173,619;0;0;1;95;250;201
1174,118;0;0;1;95;250;201
1174,617;0;0;1;95;250;201
1175,116;0;0;1;95;250;201
1175,616;0;0;1;95;250;201
1176,115;0;0;1;95;250;201
1176,614;0;0;1;95;250;201
1177,113;0;0;1;95;250;201
1177,612;0;0;1;95;250;201
1178,112;0;0;1;95;250;201
1178,611;0;0;1;95;250;201
1179,11;0;0;1;95;250;201
1179,609;0;0;1;95;250;203
1180,108;0;0;1;95;250;203
1180,608;0;0;1;95;250;203
1181,107;0;0;1;95;250;203
1181,606;0;0;1;95;250;203
1182,105;0;0;1;95;250;203
1182,604;0;0;1;95;250;203
1183,104;0;0;1;95;250;203
1183,603;0;0;1;95;250;203
1184,102;0;0;1;95;250;203
1184,601;0;0;1;95;250;203
1185,1;0;0;1;95;250;203
1185,6;0;0;1;95;250;203
1186,099;0;0;1;95;250;203
1186,598;0;0;1;95;250;203
1187,097;0;0;1;95;250;203
1187,596;0;0;1;95;250;203
1188,096;0;0;1;95;250;203
1188,595;0;0;1;95;250;203
1189,094;0;0;1;95;250;203
1189,593;0;0;1;95;250;203
1190,092;0;0;1;95;250;203
1190,592;0;0;1;95;250;203
1191,091;0;0;1;95;250;203
1191,59;0;0;1;95;250;203
1192,089;0;0;1;95;250;203
1192,588;0;0;1;95;250;203
1193,088;0;0;1;95;250;203
1193,587;0;0;1;95;250;203
1194,086;0;0;1;95;250;203
1194,585;0;0;1;95;250;203
1195,084;0;0;1;95;250;203
1195,584;0;0;1;95;250;204
1196,083;0;0;1;95;250;204
1196,582;0;0;1;95;250;204
1197,081;0;0;1;95;250;204
1197,58;0;0;1;95;250;204
1198,08;0;0;1;95;250;204
1198,579;0;0;1;95;250;204
1199,078;0;0;1;95;250;204
1199,577;0;0;1;95;250;204
1200,076;0;0;1;95;250;204
1200,576;0;0;1;95;250;204
1201,075;0;0;1;95;250;204
1201,574;0;0;1;95;250;204
1202,073;0;0;1;95;350;204
1202,572;0;0;1;95;350;204
1203,072;0;0;1;95;350;204
1203,571;0;0;1;95;350;204
1204,07;0;0;1;95;350;204
1204,569;0;0;1;95;350;204
1205,068;0;0;1;95;350;204
1205,568;0;0;1;95;350;204
1206,067;0;0;1;95;350;204
1206,566;0;0;1;95;350;204
1207,065;0;0;1;95;350;204
1207,564;0;0;1;95;350;204
1208,064;0;0;1;95;350;204
1208,563;0;0;1;95;350;204
1209,062;0;0;1;95;350;204
1209,561;0;0;1;95;350;204
1210,06;0;0;1;95;350;204
1210,56;0;0;1;95;350;204
1211,059;0;0;1;95;350;204
1211,558;0;0;1;95;350;204
1212,057;0;0;1;95;350;204
1212,556;0;0;1;95;350;204
1213,056;0;0;1;95;350;204
1213,555;0;0;1;95;350;204
1214,054;0;0;1;95;350;204
1214,553;0;0;1;95;350;204
1215,052;0;0;1;95;350;204
1215,552;0;0;1;95;350;204
1216,051;0;0;1;95;350;204
1216,55;0;0;1;95;350;204
1217,049;0;0;1;95;350;204
1217,548;0;0;1;95;350;204
1218,048;0;0;1;95;350;204
1218,547;0;0;1;95;350;204
1219,046;0;0;1;95;350;205
1219,545;0;0;1;95;350;205
1220,044;0;0;1;95;350;205
1220,544;0;0;1;95;350;205
1221,043;0;0;1;95;350;205
1221,542;0;0;1;95;350;205
1222,041;0;0;1;95;350;205
1222,54;0;0;1;95;350;205
1223,04;0;0;1;95;350;205
1223,539;0;0;1;95;350;205
1224,038;0;0;1;95;350;205
1224,537;0;0;1;95;350;205
1225,036;0;0;1;95;350;205
1225,536;0;0;1;95;350;205
1226,035;0;0;1;95;350;205
1226,534;0;0;1;95;350;205
1227,033;0;0;1;95;350;205
1227,532;0;0;1;95;350;205
1228,032;0;0;1;95;350;205
1228,531;0;0;1;95;350;205
1229,03;0;0;1;95;350;205
1229,529;0;0;1;95;350;205
1230,028;0;0;1;95;350;205
1230,528;0;0;1;95;350;205
1231,027;0;0;1;95;350;205
1231,526;0;0;1;95;350;205
1232,025;0;0;1;95;350;205
1232,524;0;0;1;95;350;205
1233,024;0;0;1;95;350;205
1233,523;0;0;1;95;350;205
1234,022;0;0;1;95;350;205
1234,521;0;0;1;95;350;205
1235,02;0;0;1;95;350;205
1235,52;0;0;1;95;350;205
1236,019;0;0;1;95;350;205
1236,518;0;0;1;95;350;205
1237,017;0;0;1;95;350;205
1237,516;0;0;1;95;350;201
1238,016;0;0;1;95;350;201
1238,515;0;0;1;95;350;201
1239,014;0;0;1;95;350;201
1239,513;0;0;1;95;350;201
1240,012;0;0;1;95;350;201
1240,512;0;0;1;95;350;201
1241,011;0;0;1;95;350;201
1241,51;0;0;1;95;350;201
1242,009;0;0;1;95;350;201
1242,508;0;0;1;95;350;201
1243,008;0;0;1;95;350;201
1243,507;0;0;1;95;350;201
1244,006;0;0;1;95;350;201
1244,505;0;0;1;95;350;201
1245,004;0;0;1;95;350;201
1245,504;0;0;1;95;350;201
1246,003;0;0;1;95;350;201
1246,502;0;0;1;95;350;201
1247,001;0;0;1;95;350;201
1247,5;0;0;1;95;350;201
1248;0;0;1;95;350;201
1248,499;0;0;1;95;350;201
1248,998;0;0;1;95;350;201
1249,497;0;0;1;95;350;201
1249,996;0;0;1;95;350;201
1250,496;0;0;1;95;350;201
1250,995;0;0;1;95;350;201
1251,494;0;0;1;95;350;201
1251,993;0;0;1;95;350;201
1252,492;0;0;1;95;350;201
1252,992;0;0;1;95;350;203
1253,491;0;0;1;95;350;203
1253,99;0;0;1;95;350;203
1254,489;0;0;1;95;350;203
1254,988;0;0;1;95;350;203
1255,488;0;0;1;95;350;203
1255,987;0;0;1;95;350;203
1256,486;0;0;1;95;350;203
1256,985;0;0;1;95;350;203
1257,484;0;0;1;95;350;203
1257,984;0;0;1;95;350;203
1258,483;0;0;1;95;350;203
1258,982;0;0;1;95;350;203
1259,481;0;0;1;95;350;203
1259,98;0;0;1;95;350;203
1260,48;0;0;1;95;350;203
1260,979;0;0;1;95;350;203
1261,478;0;0;1;95;350;203
1261,977;0;0;1;95;350;203
1262,476;0;0;1;100;350;203
1262,976;0;0;1;100;350;203
1263,475;0;0;1;100;350;203
1263,974;0;0;1;100;350;203
1264,473;0;0;1;100;350;203
1264,972;0;0;1;100;350;203
1265,472;0;0;1;100;350;203
1265,971;0;0;1;100;350;203
1266,47;0;0;1;100;350;203
1266,969;0;0;1;100;350;203
1267,468;0;0;1;100;350;203
1267,968;0;0;1;100;350;203
1268,467;0;0;1;100;350;203
1268,966;0;0;1;100;350;203
1269,465;0;0;1;100;350;203
1269,964;0;0;1;100;350;203
1270,464;0;0;1;100;350;204
1270,963;0;0;1;100;350;204
1271,462;0;0;1;100;350;204
1271,961;0;0;1;100;350;204
1272,46;0;0;1;100;350;204
1272,96;0;0;1;100;350;204
1273,459;0;0;1;100;350;204
1273,958;0;0;1;100;350;204
1274,457;0;0;1;100;350;204
1274,956;0;0;1;100;350;204
1275,456;0;0;1;100;350;204
1275,955;0;0;1;100;350;204
1276,454;0;0;1;100;350;204
1276,953;0;0;1;100;350;204
1277,452;0;0;1;100;350;204
1277,952;0;0;1;100;350;204
1278,451;0;0;1;100;350;204
1278,95;0;0;1;100;350;204
1279,449;0;0;1;100;350;204
1279,948;0;0;1;100;350;204
1280,448;0;0;1;100;350;204
1280,947;0;0;1;100;350;204
1281,446;0;0;1;100;350;204
1281,945;0;0;1;100;350;204
1282,444;0;0;1;105;350;204
1282,944;0;0;1;105;350;204
1283,443;0;0;1;105;350;204
1283,942;0;0;1;105;350;204
1284,441;0;0;1;105;350;204
1284,94;0;0;1;105;350;204
1285,44;0;0;1;105;350;204
1285,939;0;0;1;105;350;204
1286,438;0;0;1;105;350;204
1286,937;0;0;1;105;350;204
1287,436;0;0;1;105;350;204
1287,936;0;0;1;105;350;204
1288,435;0;0;1;105;350;204
1288,934;0;0;1;105;350;205
1289,433;0;0;1;105;350;205
1289,932;0;0;1;105;350;205
1290,432;0;0;1;105;350;205
1290,931;0;0;1;105;350;205
1291,43;0;0;1;105;350;205
1291,929;0;0;1;105;350;205
1292,428;0;0;1;105;350;205
1292,928;0;0;1;105;350;205
1293,427;0;0;1;105;350;205
1293,926;0;0;1;105;350;205
1294,425;0;0;1;105;350;205
1294,924;0;0;1;105;350;205
1295,424;0;0;1;105;350;205
1295,923;0;0;1;105;350;205
1296,422;0;0;1;105;350;205
1296,921;0;0;1;105;350;205
1297,42;0;0;1;105;350;205
1297,92;0;0;1;105;350;205
1298,419;0;0;1;105;350;205
1298,918;0;0;1;105;350;205
1299,417;0;0;1;105;350;205
1299,916;0;0;1;110;350;205
1300,416;0;0;1;110;350;205
1300,915;0;0;1;110;350;205
1301,414;0;0;1;110;350;205
1301,913;0;0;1;110;350;201
1302,412;0;0;1;110;350;201
1302,912;0;0;1;110;350;201
1303,411;0;0;1;110;350;201
1303,91;0;0;1;110;350;201
1304,409;0;0;1;110;350;201
1304,908;0;0;1;110;350;201
1305,408;0;0;1;110;350;201
1305,907;0;0;1;110;350;201
1306,406;0;0;1;110;350;201
1306,905;0;0;1;110;350;201
1307,404;0;0;1;110;350;201
1307,904;0;0;1;110;350;201
1308,403;0;0;1;110;350;201
1308,902;0;0;1;110;350;201
1309,401;0;0;1;110;350;201
1309,9;0;0;1;110;350;201
1310,4;0;0;1;110;350;201
1310,899;0;0;1;110;350;201
1311,398;0;0;1;110;350;201
1311,897;0;0;1;110;350;201
1312,396;0;0;1;110;350;201
1312,896;0;0;1;110;350;201
1313,395;0;0;1;110;350;201
1313,894;0;0;1;110;350;201
1314,393;0;0;1;110;350;201
1314,892;0;0;1;110;350;201
1315,392;0;0;1;110;350;201
1315,891;0;0;1;110;350;201
1316,39;0;0;1;110;350;201
1316,889;0;0;1;110;350;203
1317,388;0;0;1;110;350;203
1317,888;0;0;1;110;350;203
1318,387;0;0;1;110;350;203
1318,886;0;0;1;110;350;203
1319,385;0;0;1;110;350;203
1319,884;0;0;1;110;350;203
1320,384;0;0;1;110;350;203
1320,883;0;0;1;110;350;203
1321,382;0;0;1;110;350;203
1321,881;0;0;1;110;350;203
1322,38;0;0;1;110;350;203
1322,88;0;0;1;100;350;203
1323,379;0;0;1;100;350;203
1323,878;0;0;1;100;350;203
1324,377;0;0;1;100;350;203
1324,876;0;0;1;100;350;203
1325,376;0;0;1;100;350;203
1325,875;0;0;1;100;350;203
1326,374;0;0;1;100;350;203
1326,873;0;0;1;100;350;203
1327,372;0;0;1;100;350;203
1327,872;0;0;1;100;350;203
1328,371;0;0;1;100;350;203
1328,87;0;0;1;100;350;203
1329,369;0;0;1;100;350;203
1329,868;0;0;1;100;350;203
1330,368;0;0;1;100;350;203
1330,867;0;0;1;100;350;203
1331,366;0;0;1;100;350;203
1331,865;0;0;1;100;350;203
1332,364;0;0;1;100;350;203
1332,864;0;0;1;100;350;204
1333,363;0;0;1;100;350;204
1333,862;0;0;1;100;350;204
1334,361;0;0;1;100;350;204
1334,86;0;0;1;100;350;204
1335,36;0;0;1;100;350;204
1335,859;0;0;1;100;350;204
1336,358;0;0;1;100;350;204
1336,857;0;0;1;100;350;204
1337,356;0;0;1;100;350;204
1337,856;0;0;1;100;350;204
1338,355;0;0;1;100;350;204
1338,854;0;0;1;100;350;204
1339,353;0;0;1;100;350;204
1339,852;0;0;1;100;350;204
1340,352;0;0;1;100;350;204
1340,851;0;0;1;100;350;204
1341,35;0;0;1;100;350;204
1341,849;0;0;1;100;350;204
1342,348;0;0;1;100;350;204
1342,848;0;0;1;95;350;204
1343,347;0;0;1;95;350;204
1343,846;0;0;1;95;350;204
1344,345;0;0;1;95;350;204
1344,844;0;0;1;95;350;204
1345,344;0;0;1;95;350;204
1345,843;0;0;1;95;350;204
1346,342;0;0;1;95;350;204
1346,841;0;0;1;95;350;204
1347,34;0;0;1;95;350;204
1347,84;0;0;1;95;350;204
1348,339;0;0;1;95;350;204
1348,838;0;0;1;95;350;204
1349,337;0;0;1;95;350;204
1349,836;0;0;1;95;350;204
1350,336;0;0;1;95;350;204
1350,835;0;0;1;95;350;204
1351,334;0;0;1;95;350;204
1351,833;0;0;1;95;350;204
1352,332;0;0;1;95;350;204
1352,832;0;0;1;95;350;204
1353,331;0;0;1;95;350;204
1353,83;0;0;1;95;350;204
1354,329;0;0;1;95;350;205
1354,828;0;0;1;95;350;205
1355,328;0;0;1;95;350;205
1355,827;0;0;1;95;350;205
1356,326;0;0;1;95;350;205
1356,825;0;0;1;95;350;205
1357,324;0;0;1;95;350;205
1357,824;0;0;1;95;350;205
1358,323;0;0;1;95;350;205
1358,822;0;0;1;95;350;205
1359,321;0;0;1;95;350;205
1359,82;0;0;1;95;350;205
1360,32;0;0;1;95;350;205
1360,819;0;0;1;95;350;205
1361,318;0;0;1;95;350;205
1361,817;0;0;1;95;350;205
1362,316;0;0;1;95;350;205
1362,816;0;0;1;95;350;205
1363,315;0;0;1;95;350;205
1363,814;0;0;1;95;350;205
1364,313;0;0;1;95;350;205
1364,812;0;0;1;95;350;205
1365,312;0;0;1;95;350;205
1365,811;0;0;1;95;350;205
1366,31;0;0;1;95;350;205
1366,809;0;0;1;95;350;205
1367,308;0;0;1;95;350;205
1367,808;0;0;1;95;350;205
1368,307;0;0;1;95;350;205
1368,806;0;0;1;95;350;201
1369,305;0;0;1;95;350;201
1369,804;0;0;1;95;350;201
1370,304;0;0;1;95;350;201
1370,803;0;0;1;95;350;201
1371,302;0;0;1;95;350;201
1371,801;0;0;1;95;350;201
1372,3;0;0;1;95;350;201
1372,8;0;0;1;95;350;201
1373,299;0;0;1;95;350;201
1373,798;0;0;1;95;350;201
1374,297;0;0;1;95;350;201
1374,796;0;0;1;95;350;201
1375,296;0;0;1;95;350;201
1375,795;0;0;1;95;350;201
1376,294;0;0;1;95;350;201
1376,793;0;0;1;95;350;201
1377,292;0;0;1;95;350;201
1377,792;0;0;1;95;350;201
1378,291;0;0;1;95;350;201
1378,79;0;0;1;95;350;201
1379,289;0;0;1;95;350;201
1379,788;0;0;1;95;350;201
1380,288;0;0;1;95;350;201
1380,787;0;0;1;95;350;201
1381,286;0;0;1;95;350;201
1381,785;0;0;1;95;350;201
1382,284;0;0;1;95;350;201
1382,784;0;0;1;95;350;201
1383,283;0;0;1;95;350;201
1383,782;0;0;1;95;350;201
1384,281;0;0;1;95;350;201
1384,78;0;0;1;95;350;201
1385,28;0;0;1;95;350;201
1385,779;0;0;1;95;350;201
1386,278;0;0;1;95;350;201
1386,777;0;0;1;95;350;201
1387,276;0;0;1;95;350;203
1387,776;0;0;1;95;350;203
1388,275;0;0;1;95;350;203
1388,774;0;0;1;95;350;203
1389,273;0;0;1;95;350;203
1389,772;0;0;1;95;350;203
1390,272;0;0;1;95;350;203
1390,771;0;0;1;95;350;203
1391,27;0;0;1;95;350;203
1391,769;0;0;1;95;350;203
1392,268;0;0;1;95;350;203
1392,768;0;0;1;95;350;203
1393,267;0;0;1;95;350;203
1393,766;0;0;1;95;350;203
1394,265;0;0;1;95;350;203
1394,764;0;0;1;95;350;203
1395,264;0;0;1;95;350;203
1395,763;0;0;1;95;350;203
1396,262;0;0;1;95;350;203
1396,761;0;0;1;95;350;203
1397,26;0;0;1;95;350;203
1397,76;0;0;1;95;350;203
1398,259;0;0;1;95;350;203
1398,758;0;0;1;95;350;203
1399,257;0;0;1;95;350;203
1399,756;0;0;1;95;350;203
1400,256;0;0;1;95;350;203
1400,755;0;0;1;95;350;203
1401,254;0;0;1;95;350;203
1401,753;0;0;1;95;350;203
1402,252;0;0;1;95;350;203
1402,752;0;0;1;95;350;203
1403,251;0;0;1;95;350;203
1403,75;0;0;1;95;350;203
1404,249;0;0;1;95;350;203
1404,748;0;0;1;95;350;203
1405,248;0;0;1;95;350;203
1405,747;0;0;1;95;350;203
1406,246;0;0;1;95;350;203
1406,745;0;0;1;95;350;203
1407,244;0;0;1;95;350;203
1407,744;0;0;1;95;350;203
1408,243;0;0;1;95;350;203
1408,742;0;0;1;95;350;203
1409,241;0;0;1;95;350;203
1409,74;0;0;1;95;350;203
1410,24;0;0;1;95;350;203
1410,739;0;0;1;95;350;203
1411,238;0;0;1;95;350;203
1411,737;0;0;1;95;350;203
1412,236;0;0;1;95;350;203
1412,736;0;0;1;95;350;203
1413,235;0;0;1;95;350;203
1413,734;0;0;1;95;350;203
1414,233;0;0;1;95;350;203
1414,732;0;0;1;95;350;204
1415,232;0;0;1;95;350;204
1415,731;0;0;1;95;350;204
1416,23;0;0;1;95;350;204
1416,729;0;0;1;95;350;204
1417,228;0;0;1;95;350;204
1417,728;0;0;1;95;350;204
1418,227;0;0;1;95;350;204
1418,726;0;0;1;95;350;204
1419,225;0;0;1;95;350;204
1419,724;0;0;1;95;350;204
1420,224;0;0;1;95;350;204
1420,723;0;0;1;95;350;204
1421,222;0;0;1;95;350;204
1421,721;0;0;1;95;350;204
1422,22;0;0;1;95;350;204
1422,72;0;0;1;95;350;204
1423,219;0;0;1;95;350;204
1423,718;0;0;1;95;350;204
1424,217;0;0;1;95;350;204
1424,716;0;0;1;95;350;204
1425,216;0;0;1;95;350;204
1425,715;0;0;1;95;350;204
1426,214;0;0;1;95;350;204
1426,713;0;0;1;95;350;204
1427,212;0;0;1;95;350;204
1427,712;0;0;1;95;350;204
1428,211;0;0;1;95;350;204
1428,71;0;0;1;95;350;204
1429,209;0;0;1;95;350;204
1429,708;0;0;1;95;350;204
1430,208;0;0;1;95;350;204
1430,707;0;0;1;95;350;204
1431,206;0;0;1;95;350;205
1431,705;0;0;1;95;350;205
1432,204;0;0;1;95;350;205
1432,704;0;0;1;95;350;205
1433,203;0;0;1;95;350;205
1433,702;0;0;1;95;350;205
1434,201;0;0;1;95;350;205
1434,7;0;0;1;95;350;205
1435,2;0;0;1;95;350;205
1435,699;0;0;1;95;350;205
1436,198;0;0;1;95;350;205
1436,697;0;0;1;95;350;205
1437,196;0;0;1;95;350;205
1437,696;0;0;1;95;350;205
1438,195;0;0;1;95;350;205
1438,694;0;0;1;95;350;205
1439,193;0;0;1;95;350;205
1439,692;0;0;1;95;350;205
1440,192;0;0;1;95;350;205
1440,691;0;0;1;95;350;205
1441,19;0;0;1;95;350;205
1441,689;0;0;1;95;350;205
1442,188;0;0;1;95;350;205
1442,688;0;0;1;95;350;201
1443,187;0;0;1;95;350;201
1443,686;0;0;1;95;350;201
1444,185;0;0;1;95;350;201
1444,684;0;0;1;95;350;201
1445,184;0;0;1;95;350;201
1445,683;0;0;1;95;350;201
1446,182;0;0;1;95;350;201
1446,681;0;0;1;95;350;201
1447,18;0;0;1;95;350;201
1447,68;0;0;1;95;350;201
1448,179;0;0;1;95;350;201
1448,678;0;0;1;95;350;201
1449,177;0;0;1;95;350;201
1449,676;0;0;1;95;350;201
1450,176;0;0;1;95;350;201
1450,675;0;0;1;95;350;201
1451,174;0;0;1;95;350;201
1451,673;0;0;1;95;350;201
1452,172;0;0;1;95;350;201
1452,672;0;0;1;95;350;201
1453,171;0;0;1;95;350;201
1453,67;0;0;1;95;350;201
1454,169;0;0;1;95;350;201
1454,668;0;0;1;95;350;201
1455,168;0;0;1;95;350;201
1455,667;0;0;1;95;350;201
1456,166;0;0;1;95;350;201
1456,665;0;0;1;95;350;201
1457,164;0;0;1;95;350;201
1457,664;0;0;1;95;350;201
1458,163;0;0;1;95;350;201
1458,662;0;0;1;95;350;203
1459,161;0;0;1;95;350;203
1459,66;0;0;1;95;350;203
1460,16;0;0;1;95;350;203
1460,659;0;0;1;95;350;203
1461,158;0;0;1;95;350;203
1461,657;0;0;1;95;350;203
1462,156;0;0;1;95;350;203
1462,656;0;0;1;95;350;203
1463,155;0;0;1;95;350;203
1463,654;0;0;1;95;350;203
1464,153;0;0;1;95;350;203
1464,652;0;0;1;95;350;203
1465,152;0;0;1;95;350;203
1465,651;0;0;1;95;350;203
1466,15;0;0;1;95;350;203
1466,649;0;0;1;95;350;203
1467,148;0;0;1;95;350;203
1467,648;0;0;1;95;350;203
1468,147;0;0;1;95;350;203
1468,646;0;0;1;95;350;203
1469,145;0;0;1;95;350;203
1469,644;0;0;1;95;350;203
1470,144;0;0;1;95;350;203
1470,643;0;0;1;95;350;203
1471,142;0;0;1;95;350;203
1471,641;0;0;1;95;350;203
1472,14;0;0;1;95;350;203
1472,64;0;0;1;95;350;203
1473,139;0;0;1;95;350;203
1473,638;0;0;1;95;350;204
1474,137;0;0;1;95;350;204
1474,636;0;0;1;95;350;204
1475,136;0;0;1;95;350;204
1475,635;0;0;1;95;350;204
1476,134;0;0;1;95;350;204
1476,633;0;0;1;95;350;204
1477,132;0;0;1;95;350;204
1477,632;0;0;1;95;350;204
1478,131;0;0;1;95;350;204
1478,63;0;0;1;95;350;204
1479,129;0;0;1;95;350;204
1479,628;0;0;1;95;350;204
1480,128;0;0;1;95;350;204
1480,627;0;0;1;95;350;204
1481,126;0;0;1;95;350;204
1481,625;0;0;1;95;350;204
1482,124;0;0;1;95;350;204
1482,624;0;0;1;95;350;204
1483,123;0;0;1;95;350;204
1483,622;0;0;1;95;350;204
1484,121;0;0;1;95;350;204
1484,62;0;0;1;95;350;204
1485,12;0;0;1;95;350;204
1485,619;0;0;1;95;350;204
1486,118;0;0;1;95;350;204
1486,617;0;0;1;95;350;204
1487,116;0;0;1;95;350;204
1487,616;0;0;1;95;350;204
1488,115;0;0;1;95;350;204
1488,614;0;0;1;95;350;204
1489,113;0;0;1;95;350;204
1489,612;0;0;1;95;350;204
1490,112;0;0;1;95;350;204
1490,611;0;0;1;95;350;204
1491,11;0;0;1;95;350;205
1491,609;0;0;1;95;350;205
1492,108;0;0;1;95;350;205
1492,608;0;0;1;95;350;205
1493,107;0;0;1;95;350;205
1493,606;0;0;1;95;350;205
1494,105;0;0;1;95;350;205
1494,604;0;0;1;95;350;205
1495,104;0;0;1;95;350;205
